Date,Effect,Account,Amount,Type,Transaction ID
4/2/24,DEBIT,Inventory,6257.09,Asset,1442
4/2/24,CREDIT,Accounts Receivable,6257.09,Asset,1443
12/11/24,DEBIT,Accounts Payable,6075.03,Liability,1444
12/11/24,CREDIT,Sales Revenue,6075.03,Asset,1445
11/26/24,DEBIT,Cost of Goods Sold Expense,9952.1,Asset,1446
11/26/24,CREDIT,Salaries Expense,9952.1,Asset,1447
6/23/24,DEBIT,Salaries Payable,8007.07,Liability,1448
6/23/24,CREDIT,Utilities Expense,8007.07,Asset,1449
7/22/24,DEBIT,Common Stock,3404.71,Equity,1450
7/22/24,CREDIT,Retained Earnings,3404.71,Equity,1451
12/24/24,DEBIT,Cash,2593.22,Asset,1452
12/24/24,CREDIT,Inventory,2593.22,Asset,1453
7/12/24,DEBIT,Accounts Receivable,6884.6,Asset,1454
7/12/24,CREDIT,Accounts Payable,6884.6,Liability,1455
9/23/24,DEBIT,Sales Revenue,9346.51,Asset,1456
9/23/24,CREDIT,Cost of Goods Sold Expense,9346.51,Asset,1457
8/20/24,DEBIT,Salaries Expense,7452.15,Asset,1458
8/20/24,CREDIT,Salaries Payable,7452.15,Liability,1459
2/25/24,DEBIT,Utilities Expense,715.51,Asset,1460
2/25/24,CREDIT,Common Stock,715.51,Equity,1461
5/17/24,DEBIT,Retained Earnings,8197.05,Equity,1462
5/17/24,CREDIT,Cash,8197.05,Asset,1463
2/6/24,DEBIT,Inventory,4220.51,Asset,1464
2/6/24,CREDIT,Accounts Receivable,4220.51,Asset,1465
2/16/24,DEBIT,Accounts Payable,2112.65,Liability,1466
2/16/24,CREDIT,Sales Revenue,2112.65,Asset,1467
6/1/24,DEBIT,Cost of Goods Sold Expense,721.42,Asset,1468
6/1/24,CREDIT,Salaries Expense,721.42,Asset,1469
4/3/24,DEBIT,Salaries Payable,5777.35,Liability,1470
4/3/24,CREDIT,Utilities Expense,5777.35,Asset,1471
8/10/24,DEBIT,Common Stock,648.75,Equity,1472
8/10/24,CREDIT,Retained Earnings,648.75,Equity,1473
6/1/24,DEBIT,Cash,4994.85,Asset,1474
6/1/24,CREDIT,Inventory,4994.85,Asset,1475
11/4/24,DEBIT,Accounts Receivable,6438.8,Asset,1476
11/4/24,CREDIT,Accounts Payable,6438.8,Liability,1477
11/1/24,DEBIT,Sales Revenue,7645.7,Asset,1478
11/1/24,CREDIT,Cost of Goods Sold Expense,7645.7,Asset,1479
1/24/24,DEBIT,Salaries Expense,3984.99,Asset,1480
1/24/24,CREDIT,Salaries Payable,3984.99,Liability,1481
2/12/24,DEBIT,Utilities Expense,2306.09,Asset,1482
2/12/24,CREDIT,Common Stock,2306.09,Equity,1483
6/5/24,DEBIT,Retained Earnings,9557.11,Equity,1484
6/5/24,CREDIT,Cash,9557.11,Asset,1485
12/23/24,DEBIT,Inventory,465.14,Asset,1486
12/23/24,CREDIT,Accounts Receivable,465.14,Asset,1487
12/7/24,DEBIT,Accounts Payable,5409.85,Liability,1488
12/7/24,CREDIT,Sales Revenue,5409.85,Asset,1489
12/13/24,DEBIT,Cost of Goods Sold Expense,1581.06,Asset,1490
12/13/24,CREDIT,Salaries Expense,1581.06,Asset,1491
7/23/24,DEBIT,Salaries Payable,9457.59,Liability,1492
7/23/24,CREDIT,Utilities Expense,9457.59,Asset,1493
12/20/24,DEBIT,Common Stock,1410.82,Equity,1494
12/20/24,CREDIT,Retained Earnings,1410.82,Equity,1495
4/5/24,DEBIT,Cash,164.96,Asset,1496
4/5/24,CREDIT,Inventory,164.96,Asset,1497
9/28/24,DEBIT,Accounts Receivable,1566.25,Asset,1498
9/28/24,CREDIT,Accounts Payable,1566.25,Liability,1499
1/5/24,DEBIT,Sales Revenue,3361.49,Asset,1500
1/5/24,CREDIT,Cost of Goods Sold Expense,3361.49,Asset,1501
11/13/24,DEBIT,Salaries Expense,9860.14,Asset,1502
11/13/24,CREDIT,Salaries Payable,9860.14,Liability,1503
2/7/24,DEBIT,Utilities Expense,6550.53,Asset,1504
2/7/24,CREDIT,Common Stock,6550.53,Equity,1505
5/26/24,DEBIT,Retained Earnings,4008.82,Equity,1506
5/26/24,CREDIT,Cash,4008.82,Asset,1507
1/24/24,DEBIT,Inventory,8102.07,Asset,1508
1/24/24,CREDIT,Accounts Receivable,8102.07,Asset,1509
6/2/24,DEBIT,Accounts Payable,7436.61,Liability,1510
6/2/24,CREDIT,Sales Revenue,7436.61,Asset,1511
1/17/24,DEBIT,Cost of Goods Sold Expense,887.58,Asset,1512
1/17/24,CREDIT,Salaries Expense,887.58,Asset,1513
10/24/24,DEBIT,Salaries Payable,4040.5,Liability,1514
10/24/24,CREDIT,Utilities Expense,4040.5,Asset,1515
12/21/24,DEBIT,Common Stock,1152.82,Equity,1516
12/21/24,CREDIT,Retained Earnings,1152.82,Equity,1517
4/16/24,DEBIT,Cash,352.53,Asset,1518
4/16/24,CREDIT,Inventory,352.53,Asset,1519
9/1/24,DEBIT,Accounts Receivable,6416.9,Asset,1520
9/1/24,CREDIT,Accounts Payable,6416.9,Liability,1521
1/18/24,DEBIT,Sales Revenue,9686.01,Asset,1522
1/18/24,CREDIT,Cost of Goods Sold Expense,9686.01,Asset,1523
5/19/24,DEBIT,Salaries Expense,5280.53,Asset,1524
5/19/24,CREDIT,Salaries Payable,5280.53,Liability,1525
3/15/24,DEBIT,Utilities Expense,6380.2,Asset,1526
3/15/24,CREDIT,Common Stock,6380.2,Equity,1527
4/25/24,DEBIT,Retained Earnings,4690.86,Equity,1528
4/25/24,CREDIT,Cash,4690.86,Asset,1529
10/20/24,DEBIT,Inventory,1926.32,Asset,1530
10/20/24,CREDIT,Accounts Receivable,1926.32,Asset,1531
6/8/24,DEBIT,Accounts Payable,4596.34,Liability,1532
6/8/24,CREDIT,Sales Revenue,4596.34,Asset,1533
4/20/24,DEBIT,Cost of Goods Sold Expense,228.78,Asset,1534
4/20/24,CREDIT,Salaries Expense,228.78,Asset,1535
9/19/24,DEBIT,Salaries Payable,6726.09,Liability,1536
9/19/24,CREDIT,Utilities Expense,6726.09,Asset,1537
7/1/24,DEBIT,Common Stock,3748.2,Equity,1538
7/1/24,CREDIT,Retained Earnings,3748.2,Equity,1539
7/2/24,DEBIT,Cash,8143.98,Asset,1540
7/2/24,CREDIT,Inventory,8143.98,Asset,1541
8/11/24,DEBIT,Accounts Receivable,703.74,Asset,1542
8/11/24,CREDIT,Accounts Payable,703.74,Liability,1543
7/16/24,DEBIT,Sales Revenue,6030.87,Asset,1544
7/16/24,CREDIT,Cost of Goods Sold Expense,6030.87,Asset,1545
4/14/24,DEBIT,Salaries Expense,3294.83,Asset,1546
4/14/24,CREDIT,Salaries Payable,3294.83,Liability,1547
4/17/24,DEBIT,Utilities Expense,1053.25,Asset,1548
4/17/24,CREDIT,Common Stock,1053.25,Equity,1549
6/9/24,DEBIT,Retained Earnings,8558.31,Equity,1550
6/9/24,CREDIT,Cash,8558.31,Asset,1551
5/19/24,DEBIT,Inventory,4662.56,Asset,1552
5/19/24,CREDIT,Accounts Receivable,4662.56,Asset,1553
2/3/24,DEBIT,Accounts Payable,5845.85,Liability,1554
2/3/24,CREDIT,Sales Revenue,5845.85,Asset,1555
2/25/24,DEBIT,Cost of Goods Sold Expense,3175.78,Asset,1556
2/25/24,CREDIT,Salaries Expense,3175.78,Asset,1557
3/17/24,DEBIT,Salaries Payable,5604.36,Liability,1558
3/17/24,CREDIT,Utilities Expense,5604.36,Asset,1559
7/9/24,DEBIT,Common Stock,7570.29,Equity,1560
7/9/24,CREDIT,Retained Earnings,7570.29,Equity,1561
10/11/24,DEBIT,Cash,5622.49,Asset,1562
10/11/24,CREDIT,Inventory,5622.49,Asset,1563
3/13/24,DEBIT,Accounts Receivable,223.07,Asset,1564
3/13/24,CREDIT,Accounts Payable,223.07,Liability,1565
12/1/24,DEBIT,Sales Revenue,2534.49,Asset,1566
12/1/24,CREDIT,Cost of Goods Sold Expense,2534.49,Asset,1567
10/26/24,DEBIT,Salaries Expense,333.63,Asset,1568
10/26/24,CREDIT,Salaries Payable,333.63,Liability,1569
7/26/24,DEBIT,Utilities Expense,9751.91,Asset,1570
7/26/24,CREDIT,Common Stock,9751.91,Equity,1571
10/18/24,DEBIT,Retained Earnings,9888.55,Equity,1572
10/18/24,CREDIT,Cash,9888.55,Asset,1573
3/9/24,DEBIT,Inventory,2854.81,Asset,1574
3/9/24,CREDIT,Accounts Receivable,2854.81,Asset,1575
12/16/24,DEBIT,Accounts Payable,7625.03,Liability,1576
12/16/24,CREDIT,Sales Revenue,7625.03,Asset,1577
2/28/24,DEBIT,Cost of Goods Sold Expense,3485.15,Asset,1578
2/28/24,CREDIT,Salaries Expense,3485.15,Asset,1579
1/23/24,DEBIT,Salaries Payable,9816.33,Liability,1580
1/23/24,CREDIT,Utilities Expense,9816.33,Asset,1581
2/8/24,DEBIT,Common Stock,1597.33,Equity,1582
2/8/24,CREDIT,Retained Earnings,1597.33,Equity,1583
9/20/24,DEBIT,Cash,4728.33,Asset,1584
9/20/24,CREDIT,Inventory,4728.33,Asset,1585
10/2/24,DEBIT,Accounts Receivable,7536.72,Asset,1586
10/2/24,CREDIT,Accounts Payable,7536.72,Liability,1587
3/18/24,DEBIT,Sales Revenue,2282.83,Asset,1588
3/18/24,CREDIT,Cost of Goods Sold Expense,2282.83,Asset,1589
7/14/24,DEBIT,Salaries Expense,509.36,Asset,1590
7/14/24,CREDIT,Salaries Payable,509.36,Liability,1591
10/3/24,DEBIT,Utilities Expense,2106.08,Asset,1592
10/3/24,CREDIT,Common Stock,2106.08,Equity,1593
5/10/24,DEBIT,Retained Earnings,9568.35,Equity,1594
5/10/24,CREDIT,Cash,9568.35,Asset,1595
6/10/24,DEBIT,Inventory,7988.59,Asset,1596
6/10/24,CREDIT,Accounts Receivable,7988.59,Asset,1597
4/24/24,DEBIT,Accounts Payable,3274.73,Liability,1598
4/24/24,CREDIT,Sales Revenue,3274.73,Asset,1599
6/11/24,DEBIT,Cost of Goods Sold Expense,4865.73,Asset,1600
6/11/24,CREDIT,Salaries Expense,4865.73,Asset,1601
6/5/24,DEBIT,Salaries Payable,2710.78,Liability,1602
6/5/24,CREDIT,Utilities Expense,2710.78,Asset,1603
4/13/24,DEBIT,Common Stock,9325.47,Equity,1604
4/13/24,CREDIT,Retained Earnings,9325.47,Equity,1605
6/17/24,DEBIT,Cash,5699.64,Asset,1606
6/17/24,CREDIT,Inventory,5699.64,Asset,1607
11/25/24,DEBIT,Accounts Receivable,8555.16,Asset,1608
11/25/24,CREDIT,Accounts Payable,8555.16,Liability,1609
1/9/24,DEBIT,Sales Revenue,3731.72,Asset,1610
1/9/24,CREDIT,Cost of Goods Sold Expense,3731.72,Asset,1611
4/4/24,DEBIT,Salaries Expense,6394.56,Asset,1612
4/4/24,CREDIT,Salaries Payable,6394.56,Liability,1613
5/17/24,DEBIT,Utilities Expense,8046.33,Asset,1614
5/17/24,CREDIT,Common Stock,8046.33,Equity,1615
5/26/24,DEBIT,Retained Earnings,9633.5,Equity,1616
5/26/24,CREDIT,Cash,9633.5,Asset,1617
2/22/24,DEBIT,Inventory,8875.64,Asset,1618
2/22/24,CREDIT,Accounts Receivable,8875.64,Asset,1619
6/25/24,DEBIT,Accounts Payable,4450.38,Liability,1620
6/25/24,CREDIT,Sales Revenue,4450.38,Asset,1621
12/24/24,DEBIT,Cost of Goods Sold Expense,167.64,Asset,1622
12/24/24,CREDIT,Salaries Expense,167.64,Asset,1623
3/9/24,DEBIT,Salaries Payable,1147.06,Liability,1624
3/9/24,CREDIT,Utilities Expense,1147.06,Asset,1625
7/20/24,DEBIT,Common Stock,893.5,Equity,1626
7/20/24,CREDIT,Retained Earnings,893.5,Equity,1627
8/25/24,DEBIT,Cash,4602.05,Asset,1628
8/25/24,CREDIT,Inventory,4602.05,Asset,1629
8/5/24,DEBIT,Accounts Receivable,2054.97,Asset,1630
8/5/24,CREDIT,Accounts Payable,2054.97,Liability,1631
4/14/24,DEBIT,Sales Revenue,3205.92,Asset,1632
4/14/24,CREDIT,Cost of Goods Sold Expense,3205.92,Asset,1633
4/23/24,DEBIT,Salaries Expense,7616.33,Asset,1634
4/23/24,CREDIT,Salaries Payable,7616.33,Liability,1635
2/25/24,DEBIT,Utilities Expense,8387.22,Asset,1636
2/25/24,CREDIT,Common Stock,8387.22,Equity,1637
5/10/24,DEBIT,Retained Earnings,4303.87,Equity,1638
5/10/24,CREDIT,Cash,4303.87,Asset,1639
11/15/24,DEBIT,Inventory,6294.39,Asset,1640
11/15/24,CREDIT,Accounts Receivable,6294.39,Asset,1641
2/15/24,DEBIT,Accounts Payable,2389.32,Liability,1642
2/15/24,CREDIT,Sales Revenue,2389.32,Asset,1643
4/8/24,DEBIT,Cost of Goods Sold Expense,6886.29,Asset,1644
4/8/24,CREDIT,Salaries Expense,6886.29,Asset,1645
7/18/24,DEBIT,Salaries Payable,7230.62,Liability,1646
7/18/24,CREDIT,Utilities Expense,7230.62,Asset,1647
1/14/24,DEBIT,Common Stock,2044.8,Equity,1648
1/14/24,CREDIT,Retained Earnings,2044.8,Equity,1649
7/28/24,DEBIT,Cash,8860.32,Asset,1650
7/28/24,CREDIT,Inventory,8860.32,Asset,1651
4/4/24,DEBIT,Accounts Receivable,6323.01,Asset,1652
4/4/24,CREDIT,Accounts Payable,6323.01,Liability,1653
3/25/24,DEBIT,Sales Revenue,2343.28,Asset,1654
3/25/24,CREDIT,Cost of Goods Sold Expense,2343.28,Asset,1655
10/15/24,DEBIT,Salaries Expense,5949.4,Asset,1656
10/15/24,CREDIT,Salaries Payable,5949.4,Liability,1657
9/20/24,DEBIT,Utilities Expense,2243.38,Asset,1658
9/20/24,CREDIT,Common Stock,2243.38,Equity,1659
3/1/24,DEBIT,Retained Earnings,580.65,Equity,1660
3/1/24,CREDIT,Cash,580.65,Asset,1661
10/11/24,DEBIT,Inventory,1962.69,Asset,1662
10/11/24,CREDIT,Accounts Receivable,1962.69,Asset,1663
5/20/24,DEBIT,Accounts Payable,9829.64,Liability,1664
5/20/24,CREDIT,Sales Revenue,9829.64,Asset,1665
5/5/24,DEBIT,Cost of Goods Sold Expense,8956.99,Asset,1666
5/5/24,CREDIT,Salaries Expense,8956.99,Asset,1667
10/23/24,DEBIT,Salaries Payable,7000.36,Liability,1668
10/23/24,CREDIT,Utilities Expense,7000.36,Asset,1669
11/6/24,DEBIT,Common Stock,1000.96,Equity,1670
11/6/24,CREDIT,Retained Earnings,1000.96,Equity,1671
2/20/24,DEBIT,Cash,1883.06,Asset,1672
2/20/24,CREDIT,Inventory,1883.06,Asset,1673
5/24/24,DEBIT,Accounts Receivable,2542.4,Asset,1674
5/24/24,CREDIT,Accounts Payable,2542.4,Liability,1675
7/21/24,DEBIT,Sales Revenue,3786.3,Asset,1676
7/21/24,CREDIT,Cost of Goods Sold Expense,3786.3,Asset,1677
7/16/24,DEBIT,Salaries Expense,8515.42,Asset,1678
7/16/24,CREDIT,Salaries Payable,8515.42,Liability,1679
11/19/24,DEBIT,Utilities Expense,6819.31,Asset,1680
11/19/24,CREDIT,Common Stock,6819.31,Equity,1681
8/27/24,DEBIT,Retained Earnings,7763.41,Equity,1682
8/27/24,CREDIT,Cash,7763.41,Asset,1683
3/3/24,DEBIT,Inventory,5119.79,Asset,1684
3/3/24,CREDIT,Accounts Receivable,5119.79,Asset,1685
8/4/24,DEBIT,Accounts Payable,4620.62,Liability,1686
8/4/24,CREDIT,Sales Revenue,4620.62,Asset,1687
6/22/24,DEBIT,Cost of Goods Sold Expense,7809.76,Asset,1688
6/22/24,CREDIT,Salaries Expense,7809.76,Asset,1689
11/24/24,DEBIT,Salaries Payable,9541.92,Liability,1690
11/24/24,CREDIT,Utilities Expense,9541.92,Asset,1691
8/7/24,DEBIT,Common Stock,1819.7,Equity,1692
8/7/24,CREDIT,Retained Earnings,1819.7,Equity,1693
10/22/24,DEBIT,Cash,4202.86,Asset,1694
10/22/24,CREDIT,Inventory,4202.86,Asset,1695
3/4/24,DEBIT,Accounts Receivable,5393.07,Asset,1696
3/4/24,CREDIT,Accounts Payable,5393.07,Liability,1697
3/19/24,DEBIT,Sales Revenue,1194.05,Asset,1698
3/19/24,CREDIT,Cost of Goods Sold Expense,1194.05,Asset,1699
1/2/24,DEBIT,Salaries Expense,2699.83,Asset,1700
1/2/24,CREDIT,Salaries Payable,2699.83,Liability,1701
12/17/24,DEBIT,Utilities Expense,9922.22,Asset,1702
12/17/24,CREDIT,Common Stock,9922.22,Equity,1703
11/21/24,DEBIT,Retained Earnings,526,Equity,1704
11/21/24,CREDIT,Cash,526,Asset,1705
5/24/24,DEBIT,Inventory,8477.89,Asset,1706
5/24/24,CREDIT,Accounts Receivable,8477.89,Asset,1707
6/24/24,DEBIT,Accounts Payable,7074.54,Liability,1708
6/24/24,CREDIT,Sales Revenue,7074.54,Asset,1709
7/10/24,DEBIT,Cost of Goods Sold Expense,3685.5,Asset,1710
7/10/24,CREDIT,Salaries Expense,3685.5,Asset,1711
10/28/24,DEBIT,Salaries Payable,9868.69,Liability,1712
10/28/24,CREDIT,Utilities Expense,9868.69,Asset,1713
2/27/24,DEBIT,Common Stock,6459.55,Equity,1714
2/27/24,CREDIT,Retained Earnings,6459.55,Equity,1715
9/1/24,DEBIT,Cash,9931.99,Asset,1716
9/1/24,CREDIT,Inventory,9931.99,Asset,1717
5/9/24,DEBIT,Accounts Receivable,2772.92,Asset,1718
5/9/24,CREDIT,Accounts Payable,2772.92,Liability,1719
2/19/24,DEBIT,Sales Revenue,2492.1,Asset,1720
2/19/24,CREDIT,Cost of Goods Sold Expense,2492.1,Asset,1721
4/12/24,DEBIT,Salaries Expense,8520.26,Asset,1722
4/12/24,CREDIT,Salaries Payable,8520.26,Liability,1723
1/7/24,DEBIT,Utilities Expense,5799.61,Asset,1724
1/7/24,CREDIT,Common Stock,5799.61,Equity,1725
6/2/24,DEBIT,Retained Earnings,8747.46,Equity,1726
6/2/24,CREDIT,Cash,8747.46,Asset,1727
8/14/24,DEBIT,Inventory,5990.41,Asset,1728
8/14/24,CREDIT,Accounts Receivable,5990.41,Asset,1729
6/17/24,DEBIT,Accounts Payable,6291.07,Liability,1730
6/17/24,CREDIT,Sales Revenue,6291.07,Asset,1731
2/17/24,DEBIT,Cost of Goods Sold Expense,7364.16,Asset,1732
2/17/24,CREDIT,Salaries Expense,7364.16,Asset,1733
5/4/24,DEBIT,Salaries Payable,995.1,Liability,1734
5/4/24,CREDIT,Utilities Expense,995.1,Asset,1735
4/9/24,DEBIT,Common Stock,7188.26,Equity,1736
4/9/24,CREDIT,Retained Earnings,7188.26,Equity,1737
10/25/24,DEBIT,Cash,7558.4,Asset,1738
10/25/24,CREDIT,Inventory,7558.4,Asset,1739
8/13/24,DEBIT,Accounts Receivable,1808.76,Asset,1740
8/13/24,CREDIT,Accounts Payable,1808.76,Liability,1741
8/12/24,DEBIT,Sales Revenue,8082.9,Asset,1742
8/12/24,CREDIT,Cost of Goods Sold Expense,8082.9,Asset,1743
4/10/24,DEBIT,Salaries Expense,2623.12,Asset,1744
4/10/24,CREDIT,Salaries Payable,2623.12,Liability,1745
10/2/24,DEBIT,Utilities Expense,9870.3,Asset,1746
10/2/24,CREDIT,Common Stock,9870.3,Equity,1747
9/5/24,DEBIT,Retained Earnings,4037.51,Equity,1748
9/5/24,CREDIT,Cash,4037.51,Asset,1749
12/10/24,DEBIT,Inventory,3309.02,Asset,1750
12/10/24,CREDIT,Accounts Receivable,3309.02,Asset,1751
10/3/24,DEBIT,Accounts Payable,7046.99,Liability,1752
10/3/24,CREDIT,Sales Revenue,7046.99,Asset,1753
1/23/24,DEBIT,Cost of Goods Sold Expense,4909.89,Asset,1754
1/23/24,CREDIT,Salaries Expense,4909.89,Asset,1755
7/10/24,DEBIT,Salaries Payable,682.03,Liability,1756
7/10/24,CREDIT,Utilities Expense,682.03,Asset,1757
3/3/24,DEBIT,Common Stock,1009.52,Equity,1758
3/3/24,CREDIT,Retained Earnings,1009.52,Equity,1759
1/16/24,DEBIT,Cash,9020.95,Asset,1760
1/16/24,CREDIT,Inventory,9020.95,Asset,1761
4/13/24,DEBIT,Accounts Receivable,5886.5,Asset,1762
4/13/24,CREDIT,Accounts Payable,5886.5,Liability,1763
1/20/24,DEBIT,Sales Revenue,2161.85,Asset,1764
1/20/24,CREDIT,Cost of Goods Sold Expense,2161.85,Asset,1765
8/21/24,DEBIT,Salaries Expense,4920.81,Asset,1766
8/21/24,CREDIT,Salaries Payable,4920.81,Liability,1767
11/14/24,DEBIT,Utilities Expense,1767.48,Asset,1768
11/14/24,CREDIT,Common Stock,1767.48,Equity,1769
7/11/24,DEBIT,Retained Earnings,3168.12,Equity,1770
7/11/24,CREDIT,Cash,3168.12,Asset,1771
11/25/24,DEBIT,Inventory,3928.17,Asset,1772
11/25/24,CREDIT,Accounts Receivable,3928.17,Asset,1773
9/19/24,DEBIT,Accounts Payable,5659.35,Liability,1774
9/19/24,CREDIT,Sales Revenue,5659.35,Asset,1775
12/9/24,DEBIT,Cost of Goods Sold Expense,8941.84,Asset,1776
12/9/24,CREDIT,Salaries Expense,8941.84,Asset,1777
12/15/24,DEBIT,Salaries Payable,5407.13,Liability,1778
12/15/24,CREDIT,Utilities Expense,5407.13,Asset,1779
4/16/24,DEBIT,Common Stock,8081.39,Equity,1780
4/16/24,CREDIT,Retained Earnings,8081.39,Equity,1781
2/23/24,DEBIT,Cash,2745,Asset,1782
2/23/24,CREDIT,Inventory,2745,Asset,1783
3/23/24,DEBIT,Accounts Receivable,4152.07,Asset,1784
3/23/24,CREDIT,Accounts Payable,4152.07,Liability,1785
1/9/24,DEBIT,Sales Revenue,7472.36,Asset,1786
1/9/24,CREDIT,Cost of Goods Sold Expense,7472.36,Asset,1787
9/20/24,DEBIT,Salaries Expense,4833.78,Asset,1788
9/20/24,CREDIT,Salaries Payable,4833.78,Liability,1789
12/19/24,DEBIT,Utilities Expense,4697.13,Asset,1790
12/19/24,CREDIT,Common Stock,4697.13,Equity,1791
7/9/24,DEBIT,Retained Earnings,4873.06,Equity,1792
7/9/24,CREDIT,Cash,4873.06,Asset,1793
9/16/24,DEBIT,Inventory,8832.14,Asset,1794
9/16/24,CREDIT,Accounts Receivable,8832.14,Asset,1795
3/17/24,DEBIT,Accounts Payable,148.08,Liability,1796
3/17/24,CREDIT,Sales Revenue,148.08,Asset,1797
6/28/24,DEBIT,Cost of Goods Sold Expense,8016.51,Asset,1798
6/28/24,CREDIT,Salaries Expense,8016.51,Asset,1799
9/7/24,DEBIT,Salaries Payable,9917.37,Liability,1800
9/7/24,CREDIT,Utilities Expense,9917.37,Asset,1801
1/18/24,DEBIT,Common Stock,388.22,Equity,1802
1/18/24,CREDIT,Retained Earnings,388.22,Equity,1803
5/22/24,DEBIT,Cash,9771.78,Asset,1804
5/22/24,CREDIT,Inventory,9771.78,Asset,1805
6/2/24,DEBIT,Accounts Receivable,2450.31,Asset,1806
6/2/24,CREDIT,Accounts Payable,2450.31,Liability,1807
1/8/24,DEBIT,Sales Revenue,2642.16,Asset,1808
1/8/24,CREDIT,Cost of Goods Sold Expense,2642.16,Asset,1809
11/11/24,DEBIT,Salaries Expense,2905.56,Asset,1810
11/11/24,CREDIT,Salaries Payable,2905.56,Liability,1811
5/10/24,DEBIT,Utilities Expense,4873.12,Asset,1812
5/10/24,CREDIT,Common Stock,4873.12,Equity,1813
6/14/24,DEBIT,Retained Earnings,2423.49,Equity,1814
6/14/24,CREDIT,Cash,2423.49,Asset,1815
1/21/24,DEBIT,Inventory,6338.78,Asset,1816
1/21/24,CREDIT,Accounts Receivable,6338.78,Asset,1817
11/11/24,DEBIT,Accounts Payable,4027.54,Liability,1818
11/11/24,CREDIT,Sales Revenue,4027.54,Asset,1819
6/5/24,DEBIT,Cost of Goods Sold Expense,8963.57,Asset,1820
6/5/24,CREDIT,Salaries Expense,8963.57,Asset,1821
3/9/24,DEBIT,Salaries Payable,2731.2,Liability,1822
3/9/24,CREDIT,Utilities Expense,2731.2,Asset,1823
10/12/24,DEBIT,Common Stock,6677.6,Equity,1824
10/12/24,CREDIT,Retained Earnings,6677.6,Equity,1825
10/28/24,DEBIT,Cash,7229.15,Asset,1826
10/28/24,CREDIT,Inventory,7229.15,Asset,1827
11/18/24,DEBIT,Accounts Receivable,9454.34,Asset,1828
11/18/24,CREDIT,Accounts Payable,9454.34,Liability,1829
2/11/24,DEBIT,Sales Revenue,9488.52,Asset,1830
2/11/24,CREDIT,Cost of Goods Sold Expense,9488.52,Asset,1831
11/13/24,DEBIT,Salaries Expense,7135.99,Asset,1832
11/13/24,CREDIT,Salaries Payable,7135.99,Liability,1833
5/26/24,DEBIT,Utilities Expense,3194.16,Asset,1834
5/26/24,CREDIT,Common Stock,3194.16,Equity,1835
11/26/24,DEBIT,Retained Earnings,8378.72,Equity,1836
11/26/24,CREDIT,Cash,8378.72,Asset,1837
3/10/24,DEBIT,Inventory,2537.77,Asset,1838
3/10/24,CREDIT,Accounts Receivable,2537.77,Asset,1839
4/6/24,DEBIT,Accounts Payable,1126.4,Liability,1840
4/6/24,CREDIT,Sales Revenue,1126.4,Asset,1841
4/14/24,DEBIT,Cost of Goods Sold Expense,4571.78,Asset,1842
4/14/24,CREDIT,Salaries Expense,4571.78,Asset,1843
6/6/24,DEBIT,Salaries Payable,2283.39,Liability,1844
6/6/24,CREDIT,Utilities Expense,2283.39,Asset,1845
5/10/24,DEBIT,Common Stock,2848.27,Equity,1846
5/10/24,CREDIT,Retained Earnings,2848.27,Equity,1847
1/24/24,DEBIT,Cash,6976.76,Asset,1848
1/24/24,CREDIT,Inventory,6976.76,Asset,1849
1/8/24,DEBIT,Accounts Receivable,566.22,Asset,1850
1/8/24,CREDIT,Accounts Payable,566.22,Liability,1851
7/2/24,DEBIT,Sales Revenue,2500.12,Asset,1852
7/2/24,CREDIT,Cost of Goods Sold Expense,2500.12,Asset,1853
9/2/24,DEBIT,Salaries Expense,5177.01,Asset,1854
9/2/24,CREDIT,Salaries Payable,5177.01,Liability,1855
2/6/24,DEBIT,Utilities Expense,2262.39,Asset,1856
2/6/24,CREDIT,Common Stock,2262.39,Equity,1857
10/28/24,DEBIT,Retained Earnings,1509.61,Equity,1858
10/28/24,CREDIT,Cash,1509.61,Asset,1859
8/17/24,DEBIT,Inventory,2815.06,Asset,1860
8/17/24,CREDIT,Accounts Receivable,2815.06,Asset,1861
5/24/24,DEBIT,Accounts Payable,6069.75,Liability,1862
5/24/24,CREDIT,Sales Revenue,6069.75,Asset,1863
9/25/24,DEBIT,Cost of Goods Sold Expense,2262.65,Asset,1864
9/25/24,CREDIT,Salaries Expense,2262.65,Asset,1865
10/10/24,DEBIT,Salaries Payable,7195.06,Liability,1866
10/10/24,CREDIT,Utilities Expense,7195.06,Asset,1867
11/8/24,DEBIT,Common Stock,9032.29,Equity,1868
11/8/24,CREDIT,Retained Earnings,9032.29,Equity,1869
4/23/24,DEBIT,Cash,5505.1,Asset,1870
4/23/24,CREDIT,Inventory,5505.1,Asset,1871
7/16/24,DEBIT,Accounts Receivable,6261.8,Asset,1872
7/16/24,CREDIT,Accounts Payable,6261.8,Liability,1873
11/10/24,DEBIT,Sales Revenue,5483.66,Asset,1874
11/10/24,CREDIT,Cost of Goods Sold Expense,5483.66,Asset,1875
12/6/24,DEBIT,Salaries Expense,8001.97,Asset,1876
12/6/24,CREDIT,Salaries Payable,8001.97,Liability,1877
5/27/24,DEBIT,Utilities Expense,3410.11,Asset,1878
5/27/24,CREDIT,Common Stock,3410.11,Equity,1879
8/11/24,DEBIT,Retained Earnings,9365.41,Equity,1880
8/11/24,CREDIT,Cash,9365.41,Asset,1881
